Date,Time,Open,High,Low,Close,Volume
2010.06.22,00:00,134.337,134.743,133.064,133.958,86384
2010.06.23,00:00,133.956,134.942,133.671,134.501,86088
2010.06.24,00:00,134.493,134.836,133.431,133.681,86101
2010.06.25,00:00,133.676,134.576,133.089,134.364,82791
2010.06.28,00:00,134.405,135.222,134.170,134.870,76212
2010.06.29,00:00,134.870,135.106,132.806,133.323,89813
2010.06.30,00:00,133.322,133.578,131.964,132.038,91558
2010.07.01,00:00,132.043,133.119,131.270,133.054,96008
2010.07.02,00:00,133.066,133.839,132.665,133.290,78968
2010.07.05,00:00,133.248,133.651,132.366,132.802,39919
2010.07.06,00:00,132.784,133.649,131.837,132.645,80647
2010.07.07,00:00,132.639,133.329,131.235,133.198,80829
2010.07.08,00:00,133.200,134.575,133.009,134.059,81243
2010.07.09,00:00,134.061,134.622,133.211,133.456,65427
2010.07.12,00:00,133.558,133.960,132.546,133.149,68193
2010.07.13,00:00,133.152,134.662,132.418,134.585,76232
2010.07.14,00:00,134.581,135.790,134.282,134.948,76730
2010.07.15,00:00,134.944,135.516,133.978,134.915,81652
2010.07.16,00:00,134.923,135.047,132.005,132.416,74808
2010.07.19,00:00,132.434,133.415,131.774,132.122,69425
2010.07.20,00:00,132.124,133.722,131.490,133.562,78227
2010.07.21,00:00,133.560,133.699,131.556,131.883,77805
2010.07.22,00:00,131.885,133.272,130.820,132.763,75297
2010.07.23,00:00,132.760,134.975,132.413,134.883,78638
2010.07.26,00:00,134.865,135.554,134.377,134.620,68492
2010.07.27,00:00,134.621,137.186,134.426,136.972,74574
2010.07.28,00:00,136.967,137.522,135.858,136.166,76446
2010.07.29,00:00,136.167,136.861,134.952,135.622,71162
2010.07.30,00:00,135.623,136.018,134.183,135.605,74142
2010.08.02,00:00,135.876,137.623,135.485,137.278,66994
2010.08.03,00:00,137.275,137.758,136.306,136.827,66578
2010.08.04,00:00,136.821,137.196,135.826,137.097,68211
